SubjNum	Name	Start Time	End Time	Days of Week	Room	Building
RST583	"Theories of Diversity, Inequality, and Social Change"	1:00 PM	3:50 PM	T	2030	1010 W Nevada
SOCW101	SOCW Orientation Seminar	4:00 PM	4:50 PM	MW	2027	1010 W Nevada
SOCW200	Introduction to Social Work	9:30 AM	10:45 AM	TR	2027	1010 W Nevada
SOCW200	Introduction to Social Work	12:30 PM	1:45 PM	TR	2027	1010 W Nevada
SOCW300	Diversity: Identities &amp; Issues	11:00 AM	12:15 PM	TR	2027	1010 W Nevada
SOCW300	Diversity: Identities &amp; Issues	2:00 PM	3:15 PM	TR	2027	1010 W Nevada
SOCW370	Social Work and Disability Studies	9:30 AM	10:45 AM	M	2027	1010 W Nevada
SOCW401	Practice I	11:00 AM	12:50 PM	MW	2030	1010 W Nevada
SOCW401	Practice I	8:00 AM	9:50 AM	TR	2030	1010 W Nevada
SOCW401	Practice I	11:00 AM	12:50 PM	TR	2030	1010 W Nevada
SOCW402	Practice II	11:00 AM	12:15 PM	MW	2101	1010 W Nevada
SOCW403	Practice III	9:00 AM	10:15 AM	MW	2030	1010 W Nevada
SOCW403	Practice III	11:00 AM	12:15 PM	MW	2027	1010 W Nevada
SOCW403	Practice III	1:00 PM	2:15 PM	MW	2019	1010 W Nevada
SOCW410	Social Welfare Pol and Svcs	8:00 AM	10:50 AM	W	2027	1010 W Nevada
SOCW410	Social Welfare Pol and Svcs	9:00 AM	11:50 AM	R	2023	1010 W Nevada
SOCW420	Subst Use in Social Context	3:30 PM	4:45 PM	TR	2027	1010 W Nevada
SOCW427	Social Work Research Methods	9:00 AM	11:50 AM	M	2019	1010 W Nevada
SOCW427	Social Work Research Methods	9:00 AM	11:50 AM	T	2023	1010 W Nevada
SOCW427	Social Work Research Methods	2:00 PM	3:15 PM	MW	2027	1010 W Nevada
SOCW427	Social Work Research Methods	9:30 AM	10:45 AM	TR	2101	1010 W Nevada
SOCW427	Social Work Research Methods	12:30 PM	1:45 PM	TR	2023	1010 W Nevada
SOCW451	HBSE I: Human Development	9:30 AM	10:45 AM	W	2023	1010 W Nevada
SOCW451	HBSE I: Human Development	11:00 AM	12:15 PM	W	2023	1010 W Nevada
SOCW461	Professional Practice Seminar I	1:00 PM	2:45 PM	M	2023	1010 W Nevada
SOCW461	Professional Practice Seminar I	3:00 PM	4:45 PM	M	2018	1010 W Nevada
SOCW461	Professional Practice Seminar I	9:00 AM	10:45 AM	T	2018	1010 W Nevada
SOCW500	SW Practice with Indiv and Fam	5:00 PM	7:50 PM	W	2030	1010 W Nevada
SOCW503	Trauma Informed Social Work with Children and Adolescents	ARRANGED		S	2018	1010 W Nevada
SOCW506	SW Practice with Child/Adol	9:00 AM	11:50 AM	W	2019	1010 W Nevada
SOCW509	Adv Clin Assess &amp; Interviewing	9:00 AM	11:50 AM	M	2023	1010 W Nevada
SOCW509	Adv Clin Assess &amp; Interviewing	1:00 PM	3:50 PM	W	2023	1010 W Nevada
SOCW509	Adv Clin Assess &amp; Interviewing	1:00 PM	3:50 PM	R	2101	1010 W Nevada
SOCW510	"Theories of Diversity, Inequality, and Social Change"	1:00 PM	3:50 PM	T	2030	1010 W Nevada
SOCW520	Social Welfare Planning	1:00 PM	3:50 PM	M	2101	1010 W Nevada
SOCW522	SW Practice with Communities	9:00 AM	11:50 AM	M	2018	1010 W Nevada
SOCW541	Clinical Research Seminar	9:00 AM	11:50 AM	T	2019	1010 W Nevada
SOCW542	Program Evaluation	9:00 AM	11:50 AM	W	2018	1010 W Nevada
SOCW552	HBSE II: Mental Disorders	1:00 PM	3:50 PM	M	2030	1010 W Nevada
SOCW552	HBSE II: Mental Disorders	5:00 PM	7:50 PM	W	2018	1010 W Nevada
SOCW552	HBSE II: Mental Disorders	9:00 AM	11:50 AM	R	2018	1010 W Nevada
SOCW561	Special Studies in Soc Work I	1:00 PM	3:50 PM	W	2030	1010 W Nevada
SOCW561	Special Studies in Soc Work I	1:00 PM	3:50 PM	W	2030	1010 W Nevada
SOCW585	National Social Welfare Policy	1:00 PM	3:50 PM	T	2101	1010 W Nevada
SOCW589	Social Work and the Law	1:00 PM	3:50 PM	T	2018	1010 W Nevada
SOCW589	Social Work and the Law	1:00 PM	3:50 PM	W	2018	1010 W Nevada
SOCW593	Applied Qualitative Research	9:00 AM	11:50 AM	F	2101	1010 W Nevada
MACS140	Smartphone Cinema	9:00 AM	10:20 AM	MW	122	1203 1/2 W Nevada
MACS485	Making Video Essays	2:30 PM	3:50 PM	TR	122	1203 1/2 W Nevada
MCB432	Computing in Molecular Biology	11:00 AM	12:20 PM	TR	122	1203 1/2 W Nevada
UP204	Chicago: Planning &amp; Urban Life	10:00 AM	10:50 AM	F	122	1203 1/2 W Nevada
UP204	Chicago: Planning &amp; Urban Life	11:00 AM	11:50 AM	F	122	1203 1/2 W Nevada
UP418	GIS for Planners	3:30 PM	4:50 PM	W	122	1203 1/2 W Nevada
ANTH209	"Food, Culture, and Society"	11:00 AM	12:20 PM	MW	212	1205 W Oregon
CHP395	Interdisciplinary Seminar	1:00 PM	2:20 PM	MW	212	1205 W Oregon
CHP395	Interdisciplinary Seminar	11:00 AM	12:20 PM	TR	212	1205 W Oregon
ENGL199	Undergraduate Open Seminar	9:00 AM	9:50 AM	MWF	212	1205 W Oregon
EPOL199	Undergraduate Open Seminar	9:00 AM	10:20 AM	TR	212	1205 W Oregon
GER199	Undergraduate Open Seminar	12:30 PM	1:50 PM	TR	212	1205 W Oregon
ENGL224	Latina/o Popular Culture	12:30 PM	1:50 PM	TR	103	1207 W Oregon
ENGL325	Topics in LGBT Literature and Film	11:00 AM	12:20 PM	TR	103	1207 W Oregon
GWS392	Chicanas&amp;Latinas: Self&amp;Society	9:30 AM	10:50 AM	TR	103	1207 W Oregon
GWS395	Intermediate Topics GWS	11:00 AM	12:20 PM	TR	103	1207 W Oregon
LLS100	Intro Latina/Latino Studies	2:00 PM	2:50 PM	R	103	1207 W Oregon
LLS100	Intro Latina/Latino Studies	3:00 PM	3:50 PM	R	103	1207 W Oregon
LLS100	Intro Latina/Latino Studies	4:00 PM	4:50 PM	R	103	1207 W Oregon
LLS100	Intro Latina/Latino Studies	1:00 PM	1:50 PM	F	103	1207 W Oregon
LLS220	Latina/o Migration	9:30 AM	10:50 AM	MW	103	1207 W Oregon
LLS240	Latina/o Popular Culture	12:30 PM	1:50 PM	TR	103	1207 W Oregon
LLS250	Latina/os on the Bronze Screen	11:00 AM	12:20 PM	MW	103	1207 W Oregon
LLS392	Chicanas&amp;Latinas: Self&amp;Society	9:30 AM	10:50 AM	TR	103	1207 W Oregon
LLS396	Adv Topics Latina/o Studies	11:00 AM	12:20 PM	TR	103	1207 W Oregon
MACS250	Latina/os on the Bronze Screen	11:00 AM	12:20 PM	MW	103	1207 W Oregon
SOC221	Latina/o Migration	9:30 AM	10:50 AM	MW	103	1207 W Oregon
SOC392	Chicanas&amp;Latinas: Self&amp;Society	9:30 AM	10:50 AM	TR	103	1207 W Oregon
SPAN240	Latina/o Popular Culture	12:30 PM	1:50 PM	TR	103	1207 W Oregon
CHLH573	Biostatistics in Public Health	3:30 PM	4:20 PM	R	101	901 W Oregon
CS105	Intro Computing: Non-Tech	9:00 AM	10:20 AM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	10:30 AM	11:50 AM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	1:00 PM	2:20 PM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	2:30 PM	3:50 PM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	4:00 PM	5:20 PM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	5:30 PM	6:50 PM	M	101	901 W Oregon
CS105	Intro Computing: Non-Tech	9:00 AM	10:20 AM	T	101	901 W Oregon
CS105	Intro Computing: Non-Tech	10:30 AM	11:50 AM	T	101	901 W Oregon
CS105	Intro Computing: Non-Tech	12:00 PM	1:20 PM	T	101	901 W Oregon
CS105	Intro Computing: Non-Tech	4:00 PM	5:20 PM	T	101	901 W Oregon
CS105	Intro Computing: Non-Tech	5:30 PM	6:50 PM	T	101	901 W Oregon
CS105	Intro Computing: Non-Tech	3:00 PM	4:20 PM	W	101	901 W Oregon
CS105	Intro Computing: Non-Tech	4:30 PM	5:50 PM	W	101	901 W Oregon
CS105	Intro Computing: Non-Tech	6:00 PM	7:20 PM	W	101	901 W Oregon
DANC100	Intro to Contemporary Dance	9:00 AM	10:20 AM	W	109	907 1/2 W Nevada
DANC100	Intro to Contemporary Dance	9:00 AM	10:20 AM	T	109	907 1/2 W Nevada
DANC116	Dance I	9:00 AM	10:20 AM	TR	110	907 1/2 W Nevada
DANC316	Dancing Techniques Elective	9:00 AM	10:20 AM	TR	110	907 1/2 W Nevada
DANC330	Dance Documentation	2:00 PM	3:50 PM	F	109	907 1/2 W Nevada
DANC345	Dance Anatomy and Kinesiology	1:00 PM	2:20 PM	MW	110	907 1/2 W Nevada
DANC496	BA Senior Thesis Research	3:00 PM	4:50 PM	M	109	907 1/2 W Nevada
DANC516	Dancing Techniques Graduate Elective	9:00 AM	10:20 AM	TR	110	907 1/2 W Nevada
DANC541	Contemporary Directions I	1:00 PM	2:50 PM	TR	109	907 1/2 W Nevada
DANC598	Creative Thesis Project	1:00 PM	2:20 PM	T	110	907 1/2 W Nevada
ACE161	Microcomputer Applications	10:00 AM	11:50 AM	W	29/30	"ACES Lib, Info & Alum Ctr"
HDFS597	Advanced Statistical Analysis	2:00 PM	4:50 PM	M	29	"ACES Lib, Info & Alum Ctr"
NRES454	GIS in Natural Resource Mgmt	12:30 PM	3:20 PM	W	29/30	"ACES Lib, Info & Alum Ctr"
NRES454	GIS in Natural Resource Mgmt	3:40 PM	6:30 PM	W	29/30	"ACES Lib, Info & Alum Ctr"
NRES593	Statistical Methods in Ecology	10:00 AM	10:50 AM	TR	29/30	"ACES Lib, Info & Alum Ctr"
NRES593	Statistical Methods in Ecology	11:00 AM	11:50 AM	R	29/30	"ACES Lib, Info & Alum Ctr"
NRES593	Statistical Methods in Ecology	11:00 AM	12:50 PM	T	29/30	"ACES Lib, Info & Alum Ctr"
KIN100	Development Activities	9:00 AM	9:50 AM	MW	MP5	Activities & Recreation Center
KIN103	Indoor Court Activities	10:00 AM	10:50 AM	MW	GYM3	Activities & Recreation Center
KIN103	Indoor Court Activities	11:00 AM	11:50 AM	MW	GYM3	Activities & Recreation Center
KIN103	Indoor Court Activities	2:00 PM	2:50 PM	MW	GYM3	Activities & Recreation Center
KIN103	Indoor Court Activities	1:00 PM	1:50 PM	TR	GYM3	Activities & Recreation Center
KIN107	Aquatic Sport Activities	12:30 PM	1:50 PM	MW	INDR POOL	Activities & Recreation Center
KIN107	Aquatic Sport Activities	12:30 PM	1:50 PM	MW	INDR POOL	Activities & Recreation Center
KIN109	Team Sport Activities	9:00 AM	9:50 AM	TR	GYM2	Activities & Recreation Center
KIN109	Team Sport Activities	3:00 PM	3:50 PM	MW	GYM2	Activities & Recreation Center
FSHN519	Flavor Chemistry and Analysis	2:00 PM	4:50 PM	TR	201	Agricultural Bioprocess Lab
FSHN595	Advanced Topics in Food Science and Human Nutrition	9:00 AM	10:50 AM	WF	208	Agricultural Bioprocess Lab
FSHN595	Advanced Topics in Food Science and Human Nutrition	9:00 AM	10:50 AM	M	201	Agricultural Bioprocess Lab
ABE100	Intro Agric &amp; Biological Engrg	1:00 PM	2:50 PM	R	208	Agricultural Engr Sciences Bld
ABE199	Undergraduate Open Seminar	12:00 PM	12:50 PM	T	242	Agricultural Engr Sciences Bld
ABE223	ABE Principles: Machine Syst	10:00 AM	10:50 AM	MWF	248	Agricultural Engr Sciences Bld
ABE340	Thermodynamics for Agricultural and Biological Engineering	3:00 PM	4:50 PM	M	248	Agricultural Engr Sciences Bld
ABE340	Thermodynamics for Agricultural and Biological Engineering	11:00 AM	12:20 PM	TR	248	Agricultural Engr Sciences Bld
ABE341	Transport Processes in ABE	11:00 AM	11:50 AM	F	242	Agricultural Engr Sciences Bld
ABE341	Transport Processes in ABE	11:00 AM	11:50 AM	MW	242	Agricultural Engr Sciences Bld
ABE436	Renewable Energy Systems	1:00 PM	2:50 PM	M	208	Agricultural Engr Sciences Bld
ABE436	Renewable Energy Systems	1:00 PM	1:50 PM	WF	208	Agricultural Engr Sciences Bld
ABE436	Renewable Energy Systems	1:00 PM	2:50 PM	M	208	Agricultural Engr Sciences Bld
ABE436	Renewable Energy Systems	1:00 PM	1:50 PM	WF	208	Agricultural Engr Sciences Bld
ABE459	Drainage and Water Management	3:00 PM	5:50 PM	W	242	Agricultural Engr Sciences Bld
ABE459	Drainage and Water Management	10:00 AM	10:50 AM	MWF	242	Agricultural Engr Sciences Bld
ABE459	Drainage and Water Management	3:00 PM	5:50 PM	W	242	Agricultural Engr Sciences Bld
ABE459	Drainage and Water Management	10:00 AM	10:50 AM	MWF	242	Agricultural Engr Sciences Bld
ABE466	Engineering Off-Road Vehicles	2:00 PM	4:50 PM	R	242	Agricultural Engr Sciences Bld
ABE488	Bioprocessing Biomass for Fuel	12:30 PM	1:50 PM	TR	272	Agricultural Engr Sciences Bld
ABE498	Special Topics	2:00 PM	3:20 PM	TR	248	Agricultural Engr Sciences Bld
ABE501	Graduate Research I	1:00 PM	1:50 PM	F	272	Agricultural Engr Sciences Bld
ABE594	Graduate Seminar	12:00 PM	12:50 PM	F	208	Agricultural Engr Sciences Bld
ACES101	Contemporary Issues in ACES	12:00 PM	12:50 PM	W	248	Agricultural Engr Sciences Bld
ACES101	Contemporary Issues in ACES	4:00 PM	4:50 PM	W	272	Agricultural Engr Sciences Bld
ENG100	Grainger Engineering Orientation Seminar	3:00 PM	3:50 PM	TR	272	Agricultural Engr Sciences Bld
ETMA100	Technical Systems in Agr	9:00 AM	9:50 AM	MWF	208	Agricultural Engr Sciences Bld
ETMA232	Materials and Construction Sys	1:00 PM	2:50 PM	T	119	Agricultural Engr Sciences Bld
ETMA232	Materials and Construction Sys	1:00 PM	2:50 PM	R	119	Agricultural Engr Sciences Bld
ETMA232	Materials and Construction Sys	11:00 AM	11:50 AM	MW	208	Agricultural Engr Sciences Bld
ETMA233	Metallurgy &amp; Welding Processes	10:00 AM	11:50 AM	T	119	Agricultural Engr Sciences Bld
ETMA233	Metallurgy &amp; Welding Processes	10:00 AM	11:50 AM	R	119	Agricultural Engr Sciences Bld
ETMA233	Metallurgy &amp; Welding Processes	8:00 AM	9:50 AM	T	119	Agricultural Engr Sciences Bld
ETMA233	Metallurgy &amp; Welding Processes	8:00 AM	9:50 AM	R	119	Agricultural Engr Sciences Bld
ETMA233	Metallurgy &amp; Welding Processes	3:00 PM	3:50 PM	TR	208	Agricultural Engr Sciences Bld
ETMA372	Environ Control &amp; HVAC Systems	1:00 PM	2:50 PM	T	208	Agricultural Engr Sciences Bld
ETMA372	Environ Control &amp; HVAC Systems	10:00 AM	10:50 AM	MW	208	Agricultural Engr Sciences Bld
ETMA422	Industrial and Agricultural Occupational Illness Prevention	4:00 PM	6:50 PM	T	208	Agricultural Engr Sciences Bld
ETMA435	Elec Computer Ctrl Sys	3:00 PM	4:50 PM	W	220	Agricultural Engr Sciences Bld
ETMA435	Elec Computer Ctrl Sys	1:00 PM	2:50 PM	W	220	Agricultural Engr Sciences Bld
ETMA435	Elec Computer Ctrl Sys	3:00 PM	3:50 PM	M	208	Agricultural Engr Sciences Bld
ETMA438	Renewable Energy Applications	4:00 PM	5:50 PM	M	208	Agricultural Engr Sciences Bld
ETMA438	Renewable Energy Applications	10:00 AM	10:50 AM	TR	208	Agricultural Engr Sciences Bld
ETMA499	Seminar	3:00 PM	4:50 PM	TR	137	Agricultural Engr Sciences Bld
ETMA501	Graduate Research I	1:00 PM	1:50 PM	F	272	Agricultural Engr Sciences Bld
ETMA594	Graduate Seminar	12:00 PM	12:50 PM	F	208	Agricultural Engr Sciences Bld
FSHN416	Food Chemistry Laboratory	3:00 PM	5:50 PM	T	280	Agricultural Engr Sciences Bld
FSHN416	Food Chemistry Laboratory	3:00 PM	5:50 PM	R	280	Agricultural Engr Sciences Bld
FSHN416	Food Chemistry Laboratory	2:00 PM	2:50 PM	TR	272	Agricultural Engr Sciences Bld
FSHN460	Food Processing Engineering	10:00 AM	11:20 AM	W	272	Agricultural Engr Sciences Bld
FSHN484	Food Processing Unit Operations II Lab	2:00 PM	5:00 PM	M	272	Agricultural Engr Sciences Bld
FSHN484	Food Processing Unit Operations II Lab	2:00 PM	5:00 PM	M	272	Agricultural Engr Sciences Bld
FSHN519	Flavor Chemistry and Analysis	5:00 PM	7:50 PM	W	272	Agricultural Engr Sciences Bld
FSHN595	Advanced Topics in Food Science and Human Nutrition	9:30 AM	10:50 AM	R	272	Agricultural Engr Sciences Bld
ART150	Introduction to Drawing	3:00 PM	4:50 PM	W	40	Allen Residence Hall
ART151	Black &amp; White Film Photography	2:00 PM	4:50 PM	MW	63	Allen Residence Hall
ART156	Ceramics: Wheel Throwing	1:00 PM	2:50 PM	MW	89	Allen Residence Hall
ART191	Unit One Studio/Seminar	2:00 PM	4:20 PM	T	64	Allen Residence Hall
ART191	Unit One Studio/Seminar	2:00 PM	4:20 PM	T	64	Allen Residence Hall
ART191	Unit One Studio/Seminar	3:30 PM	5:50 PM	W	89	Allen Residence Hall
ARTS210	Ceramics Sculpture I	9:00 AM	11:40 AM	MW	89	Allen Residence Hall
CLCV115	Mythology of Greece and Rome	1:00 PM	1:50 PM	R	40	Allen Residence Hall
CMN101	Public Speaking	11:00 AM	11:50 AM	MWF	151	Allen Residence Hall
ECON102	Microeconomic Principles	11:00 AM	11:50 AM	F	40	Allen Residence Hall
GWS218	Intro to Social Issues Theatre	1:00 PM	2:50 PM	MW	40	Allen Residence Hall
GWS418	Devising Social Issues Theatre	11:30 AM	12:50 PM	MW	155	Allen Residence Hall
GWS418	Devising Social Issues Theatre	11:30 AM	12:50 PM	MW	155	Allen Residence Hall
MATH220	Calculus	9:00 AM	9:50 AM	TR	40	Allen Residence Hall
MATH241	Calculus III	11:00 AM	11:50 AM	T	151	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
MUS169	Unit One Sem Instruct in Music	ARRANGED			ARR	Allen Residence Hall
PSYC100	Intro Psych	10:00 AM	10:50 AM	MWF	40	Allen Residence Hall
RHET105	Writing and Research	11:00 AM	12:15 PM	TR	40	Allen Residence Hall
THEA218	Intro to Social Issues Theatre	1:00 PM	2:50 PM	MW	40	Allen Residence Hall
THEA418	Devising Social Issues Theatre	11:30 AM	12:50 PM	MW	155	Allen Residence Hall
THEA418	Devising Social Issues Theatre	11:30 AM	12:50 PM	MW	155	Allen Residence Hall
ASRM210	Theory of Interest	9:00 AM	9:50 AM	F	243	Altgeld Hall
ASRM210	Theory of Interest	3:00 PM	3:50 PM	F	141	Altgeld Hall
ASRM392	Actuarial Problem Solving	10:00 AM	10:50 AM	MW	445	Altgeld Hall
ASRM461	Loss Models	9:00 AM	9:50 AM	F	445	Altgeld Hall
ASRM461	Loss Models	1:00 PM	1:50 PM	F	145	Altgeld Hall
ASRM471	Life Contingencies I	4:00 PM	4:50 PM	R	347	Altgeld Hall
ASRM533	Risk Management Practices and Regulation	12:30 PM	1:50 PM	TR	143	Altgeld Hall
ASRM561	Loss Data Analytics &amp; Credibility	1:00 PM	1:50 PM	F	145	Altgeld Hall
CHBE431	Process Design	3:00 PM	3:50 PM	M	441	Altgeld Hall
CHBE431	Process Design	3:00 PM	3:50 PM	M	443	Altgeld Hall
CHBE431	Process Design	3:00 PM	3:50 PM	M	445	Altgeld Hall
CHBE472	Techniques in Biomolecular Eng	11:00 AM	12:20 PM	TR	245	Altgeld Hall
CHBE594	Special Topics	11:00 AM	12:20 PM	TR	245	Altgeld Hall
CS413	Intro to Combinatorics	1:00 PM	1:50 PM	MWF	245	Altgeld Hall
CS413	Intro to Combinatorics	1:00 PM	1:50 PM	MWF	245	Altgeld Hall
CW100	Intro to Creative Writing	12:30 PM	1:45 PM	TR	445	Altgeld Hall
CW406	Poetry Workshop III	11:00 AM	12:15 PM	MW	147	Altgeld Hall
CW406	Poetry Workshop III	11:00 AM	12:15 PM	MW	147	Altgeld Hall
CWL535	Nabokov	9:00 AM	10:50 AM	M	145	Altgeld Hall
EALC120	East Asian Civilizations	10:00 AM	10:50 AM	F	147	Altgeld Hall
EALC120	East Asian Civilizations	11:00 AM	11:50 AM	F	147	Altgeld Hall
ENG100	Grainger Engineering Orientation Seminar	12:00 PM	12:50 PM	MW	159	Altgeld Hall
ENG100	Grainger Engineering Orientation Seminar	10:00 AM	10:50 AM	MW	147	Altgeld Hall
ENG100	Grainger Engineering Orientation Seminar	4:00 PM	4:50 PM	MW	159	Altgeld Hall
ENG101	Engineering at Illinois	2:00 PM	2:50 PM	W	447	Altgeld Hall
ENG101	Engineering at Illinois	1:00 PM	1:50 PM	W	145	Altgeld Hall
ENG101	Engineering at Illinois	4:00 PM	4:50 PM	W	441	Altgeld Hall
ENG101	Engineering at Illinois	11:00 AM	11:50 AM	T	145	Altgeld Hall
ENG177	Engineering First-Year Experience Seminars	11:00 AM	12:20 PM	T	147	Altgeld Hall
ENG398	Special Topics	4:00 PM	4:50 PM	MW	143	Altgeld Hall
ENG491	Interdisciplinary Design Proj	4:00 PM	5:50 PM	M	314	Altgeld Hall
FR207	Writing and Grammar Workshop	11:00 AM	12:20 PM	TR	345	Altgeld Hall
GLBL350	Poverty in a Global Context	1:30 PM	2:50 PM	MW	147	Altgeld Hall
GWS470	Transgender Studies	3:00 PM	5:50 PM	M	343	Altgeld Hall
GWS470	Transgender Studies	3:00 PM	5:50 PM	M	343	Altgeld Hall
HIST120	East Asian Civilizations	10:00 AM	10:50 AM	F	147	Altgeld Hall
HIST120	East Asian Civilizations	11:00 AM	11:50 AM	F	147	Altgeld Hall
IS525	Data Warehousing and Business Intelligence	12:30 PM	3:20 PM	R	245	Altgeld Hall
MATH101	Thinking Mathematically	8:00 AM	8:50 AM	TR	441	Altgeld Hall
MATH101	Thinking Mathematically	9:00 AM	9:50 AM	TR	241	Altgeld Hall
MATH103	Theory of Arithmetic	12:00 PM	12:50 PM	F	341	Altgeld Hall
MATH103	Theory of Arithmetic	1:00 PM	1:50 PM	R	441	Altgeld Hall
MATH103	Theory of Arithmetic	2:00 PM	2:50 PM	R	441	Altgeld Hall
MATH103	Theory of Arithmetic	1:00 PM	1:50 PM	F	441	Altgeld Hall
MATH112	Algebra	9:00 AM	9:50 AM	R	141	Altgeld Hall
MATH112	Algebra	10:00 AM	10:50 AM	R	141	Altgeld Hall
MATH112	Algebra	11:00 AM	11:50 AM	R	141	Altgeld Hall
MATH112	Algebra	12:00 PM	12:50 PM	R	141	Altgeld Hall
MATH112	Algebra	10:00 AM	10:50 AM	F	445	Altgeld Hall
MATH112	Algebra	11:00 AM	11:50 AM	F	445	Altgeld Hall
MATH112	Algebra	12:00 PM	12:50 PM	F	147	Altgeld Hall
MATH112	Algebra	1:00 PM	1:50 PM	F	147	Altgeld Hall
MATH112	Algebra	9:00 AM	9:50 AM	F	147	Altgeld Hall
MATH112	Algebra	1:00 PM	1:50 PM	R	141	Altgeld Hall
MATH112	Algebra	2:00 PM	2:50 PM	F	147	Altgeld Hall
MATH112	Algebra	2:00 PM	2:50 PM	R	141	Altgeld Hall
MATH112	Algebra	3:00 PM	3:50 PM	R	141	Altgeld Hall
MATH112	Algebra	4:00 PM	4:50 PM	R	141	Altgeld Hall
MATH115	Preparation for Calculus	5:00 PM	5:50 PM	R	241	Altgeld Hall
MATH115	Preparation for Calculus	11:00 AM	11:50 AM	R	145	Altgeld Hall
MATH115	Preparation for Calculus	12:00 PM	12:50 PM	R	145	Altgeld Hall
MATH115	Preparation for Calculus	1:00 PM	1:50 PM	R	145	Altgeld Hall
MATH115	Preparation for Calculus	2:00 PM	2:50 PM	R	145	Altgeld Hall
MATH115	Preparation for Calculus	9:00 AM	9:50 AM	R	441	Altgeld Hall
MATH115	Preparation for Calculus	10:00 AM	10:50 AM	R	441	Altgeld Hall
MATH115	Preparation for Calculus	3:00 PM	3:50 PM	R	143	Altgeld Hall
MATH115	Preparation for Calculus	4:00 PM	4:50 PM	R	143	Altgeld Hall
MATH115	Preparation for Calculus	8:00 AM	8:50 AM	R	143	Altgeld Hall
MATH115	Preparation for Calculus	4:00 PM	4:50 PM	R	243	Altgeld Hall
MATH115	Preparation for Calculus	4:00 PM	4:50 PM	R	241	Altgeld Hall
MATH115	Preparation for Calculus	5:00 PM	5:50 PM	R	141	Altgeld Hall
MATH124	Finite Mathematics	10:00 AM	10:50 AM	TR	241	Altgeld Hall
MATH124	Finite Mathematics	11:00 AM	11:50 AM	TR	343	Altgeld Hall
MATH124	Finite Mathematics	1:00 PM	1:50 PM	TR	343	Altgeld Hall
MATH124	Finite Mathematics	2:00 PM	2:50 PM	TR	343	Altgeld Hall
MATH220	Calculus	11:00 AM	12:50 PM	TR	159	Altgeld Hall
MATH220	Calculus	9:00 AM	10:50 AM	TR	173	Altgeld Hall
MATH220	Calculus	1:00 PM	2:50 PM	TR	173	Altgeld Hall
MATH220	Calculus	3:00 PM	4:50 PM	TR	159	Altgeld Hall
MATH221	Calculus I	11:00 AM	12:50 PM	WF	173	Altgeld Hall
MATH221	Calculus I	1:00 PM	2:50 PM	WF	173	Altgeld Hall
MATH221	Calculus I	8:00 AM	8:50 AM	WF	343	Altgeld Hall
MATH221	Calculus I	9:00 AM	9:50 AM	WF	241	Altgeld Hall
MATH221	Calculus I	10:00 AM	10:50 AM	WF	347	Altgeld Hall
MATH221	Calculus I	11:00 AM	11:50 AM	WF	143	Altgeld Hall
MATH221	Calculus I	1:00 PM	1:50 PM	WF	347	Altgeld Hall
MATH221	Calculus I	2:00 PM	2:50 PM	WF	143	Altgeld Hall
MATH221	Calculus I	3:00 PM	3:50 PM	WF	145	Altgeld Hall
MATH221	Calculus I	9:00 AM	9:50 AM	WF	341	Altgeld Hall
MATH221	Calculus I	10:00 AM	10:50 AM	WF	341	Altgeld Hall
MATH221	Calculus I	11:00 AM	11:50 AM	WF	443	Altgeld Hall
MATH221	Calculus I	12:00 PM	12:50 PM	WF	445	Altgeld Hall
MATH221	Calculus I	1:00 PM	1:50 PM	WF	243	Altgeld Hall
MATH221	Calculus I	3:00 PM	3:50 PM	WF	143	Altgeld Hall
MATH221	Calculus I	2:00 PM	2:50 PM	WF	141	Altgeld Hall
MATH221	Calculus I	8:00 AM	8:50 AM	TR	314	Altgeld Hall
MATH221	Calculus I	9:00 AM	9:50 AM	TR	314	Altgeld Hall
MATH221	Calculus I	9:00 AM	10:50 AM	WF	173	Altgeld Hall
MATH221	Calculus I	1:00 PM	2:50 PM	WF	159	Altgeld Hall
MATH221	Calculus I	8:00 AM	8:50 AM	WF	241	Altgeld Hall
